species,ntype,stimulus,groupID,groupsize,name,age_m,sex,condition,approach_phys,approach_n,approach_alone_n,approach_soc_n,closest_appr_dis,latency_touch,sniffs_n,manipulate_n,explore_n,man_dur,sniff_dur,exp_dur,grid_time,lick,eat,notes
Marmoset,Object,Glas marbles,L6,4,Nougat,66,Female,Social,1,4,1,3,0,27.394,12,1,13,0.033,11.21,11.243,92.093,NA,NA,
Marmoset,Object,Glas marbles,L6,4,Nox,51,Male,Social,1,2,0,2,0,17.817,7,0,7,0,5.739,5.739,27.16,NA,NA,
Marmoset,Object,Glas marbles,L5,3,Washington,85.5,Female,Social,1,4,2,2,0,14.248,6,4,10,12.312,7.073,19.385,117.785,NA,NA,
Marmoset,Object,Glas marbles,L6,3,Wolverine,29,Male,Social,1,2,0,2,0,18.419,5,1,6,0.868,5.605,6.473,88.655,NA,NA,
Marmoset,Food,Meatballs,L5,3,Washington,85.5,Female,Social,1,2,2,0,0,7.28,1,0,1,0,0.033,0.033,20.44,1,NA,
Marmoset,Food,Meatballs,L5,3,Werewolf,29,Male,Social,1,2,1,1,0,1.44,3,0,3,0,0.033,0.033,20.2,0,0,
Marmoset,Food,Meatballs,L5,3,Wolverine,29,Male,Social,1,2,1,1,0,4.52,2,0,2,0,0.033,0.033,29.44,1,NA,
Marmoset,Food,Meatballs,L4,4,Lola,90.5,Female,Social,1,1,0,1,0,2.036,2,0,2,0,0.033,0.033,NA,0,0,
Marmoset,Food,Meatballs,L4,4,Lancia,217.5,Female,Social,1,1,0,1,0,14.982,2,0,2,0,0.033,0.033,NA,1,NA,
Marmoset,Food,Meatballs,L4,4,Lotus,99,Male,Social,1,1,0,1,0,12.012,2,0,2,0,1.535,1.535,NA,1,NA,
Marmoset,Food,Meatballs,L4,4,Lexus,206.5,Male,Social,1,1,0,1,0,14.982,1,0,1,0,0,0,NA,1,NA,
Marmoset,Food,Meatballs,L6,4,Nux,51,Female,Social,1,3,1,2,0,0.967,3,0,3,0,1.201,1.201,122.322,0,0,
Marmoset,Food,Meatballs,L6,4,Lex,170.5,Male,Social,1,2,0,2,0,4.738,3,0,3,0,0.534,0.534,39.373,1,1,
Marmoset,Food,Meatballs,L6,4,Nougat,66,Female,Social,1,7,0,7,0,26.66,6,0,6,0,1.902,1.902,146.546,0,0,
Marmoset,Food,Meatballs,L6,4,Nox,51,Male,Social,1,5,1,4,0,6.206,4,0,4,0,0.334,0.334,97.598,0,0,
Marmoset,Food,Meatballs,L8,2,Washington,85.5,Female,Social,1,2,1,1,0,55.789,1,0,1,0,0.033,0.033,83.45,1,1,
Marmoset,Food,Meatballs,L8,2,Wolverine,29,Male,Social,1,7,5,2,0,28.962,8,1,9,0.033,1.968,2.001,101.67,0,0,
Marmoset,Food,Meatballs,R2,2,Marvin,164,Male,Social,1,2,2,0,0,13.781,5,0,5,0,3.002,3.002,48.482,1,1,
Marmoset,Food,Meatballs,R2,2,Jamaica,59,Female,Social,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Meatballs,R3,2,John,162.5,Male,Social,1,2,2,0,0,2.369,3,0,3,0,0.3,0.3,20.287,1,1,
Marmoset,Food,Meatballs,R3,2,Mojita,65,Female,Social,1,1,1,0,0,24.324,1,0,1,0,0.033,0.033,24.358,0,0,
Marmoset,Food,Meatballs,H1,2,Wasabi,45,Female,Social,1,1,1,0,1,NA,0,0,0,0,0,0,11.945,0,0,
Marmoset,Food,Meatballs,H1,2,Kapi,218,Male,Social,1,3,3,0,0,52.953,4,1,5,0.033,3.603,3.636,51.752,1,1,
Marmoset,Food,Meatballs,H6,2,Vesta,192,Female,Social,1,1,0,1,1,NA,0,0,0,0,0,0,21.588,0,0,
Marmoset,Food,Meatballs,H6,2,Vito,172.5,Male,Social,1,4,4,0,0,10.244,8,4,12,1.902,2.268,4.17,84.852,1,1,
Marmoset,Food,Mozzarella balls,L8,2,Wuschel,13,Male,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Mozzarella balls,R2,2,Marvin,166,Male,Individual,1,3,NA,NA,0,33.434,2,1,3,1.969,0.934,2.903,35.369,0,0,
Marmoset,Food,Mozzarella balls,R2,2,Jamaica,61,Female,Individual,0,0,NA,NA,2,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Mozzarella balls,R3,2,John,164.5,Male,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Mozzarella balls,R3,2,Mojita,67,Female,Individual,1,8,NA,NA,0,18.152,2,0,2,0,1.301,1.301,21.324,1,1,
Marmoset,Food,Mozzarella balls,M3,2,Werewolf,31,Male,Individual,0,0,NA,NA,2,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Mozzarella balls,M3,2,Jambi,61,Female,Individual,1,1,NA,NA,0,0.734,1,0,1,0,0.501,0.501,4.838,0,0,
Marmoset,Food,Mozzarella balls,H1,2,Wasabi,47,Female,Individual,1,2,NA,NA,1,NA,0,0,0,0,0,0,15.416,0,0,
Marmoset,Food,Mozzarella balls,H1,2,Kapi,220,Male,Individual,1,1,NA,NA,0,25.826,0,0,0,0,0,0,28.295,1,1,
Marmoset,Food,Mozzarella balls,H6,2,Vesta,194,Female,Individual,1,1,NA,NA,0,4.838,3,0,3,0,1.468,1.468,44.812,0,0,
Marmoset,Food,Mozzarella balls,H6,2,Vito,174.5,Male,Individual,1,4,NA,NA,0,25.959,3,0,3,0,1.602,1.602,76.676,1,1,
Marmoset,Food,Mozzarella balls,L4,4,Lola,92,Female,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Mozzarella balls,L4,4,Lancia,219,Female,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Mozzarella balls,L4,4,Lotus,100.5,Male,Individual,1,1,NA,NA,2,NA,0,0,0,0,0,0,1.969,0,0,
Marmoset,Food,Mozzarella balls,L4,4,Lexus,208,Male,Individual,1,1,NA,NA,1,NA,0,0,0,0,0,0,28.562,0,0,
Marmoset,Food,Mozzarella balls,L6,4,Nux,52.5,Female,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Mozzarella balls,L6,4,Lex,172,Male,Individual,1,3,NA,NA,0,5.339,1,0,1,0,0.5,0.5,10.911,0,0,
Marmoset,Food,Mozzarella balls,L6,4,Nougat,67.5,Female,Individual,0,0,NA,NA,2,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Mozzarella balls,L6,4,Nox,52.5,Male,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Mozzarella balls,L5,2,Washington,87.5,Female,Individual,1,2,NA,NA,0,7.14,6,0,6,0,2.636,2.636,1,1,,
Marmoset,Food,Mozzarella balls,L5,2,Wolverine,30,Male,Individual,0,0,NA,NA,2,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Mussles,R2,2,Jamaica,61,Female,Individual,1,1,NA,NA,1,NA,0,0,0,0,0,0,6.006,0,0,
Marmoset,Food,Mussles,M3,2,Jambi,61,Female,Individual,1,1,NA,NA,1,NA,0,0,0,0,0,0,10.777,0,0,
Marmoset,Food,Mussles,R3,2,John,164.5,Male,Individual,1,2,NA,NA,0,41.008,3,0,3,0,2.036,2.036,74.208,1,1,
Marmoset,Food,Mussles,H1,2,Kapi,220,Male,Individual,1,1,NA,NA,0,57.491,2,1,3,4.605,2.236,6.841,85.185,1,1,
Marmoset,Food,Mussles,L4,4,Lancia,219.5,Female,Individual,1,3,NA,NA,0,25.492,4,4,8,6.306,2.469,8.775,173.674,1,1,
Marmoset,Food,Mussles,L6,4,Lex,172.5,Male,Individual,1,2,NA,NA,0,4.838,4,1,5,1.602,2.736,4.338,186.853,1,1,
Marmoset,Food,Mussles,L4,4,Lexus,208.5,Male,Individual,1,1,NA,NA,0,111.846,2,1,3,1.301,1.702,3.003,193.393,1,1,
Marmoset,Food,Mussles,L4,4,Lola,92.5,Female,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Mussles,L4,4,Lotus,101,Male,Individual,1,3,NA,NA,1,NA,0,0,0,0,0,0,16.483,0,0,
Marmoset,Food,Mussles,R2,2,Marvin,166,Male,Individual,1,1,NA,NA,0,3.404,1,0,1,0,0.901,0.901,6.139,0,0,
Marmoset,Food,Mussles,R3,2,Mojita,67,Female,Individual,1,4,NA,NA,0,6.206,1,0,1,0,0.767,0.767,14.148,0,0,
Marmoset,Food,Mussles,L6,4,Nougat,68,Female,Individual,1,1,NA,NA,0,6.072,2,1,3,0.667,1.134,1.801,13.08,0,0,
Marmoset,Food,Mussles,L6,4,Nox,53,Male,Individual,1,1,NA,NA,0,0.234,1,0,1,0,0.601,0.601,4.304,0,0,
Marmoset,Food,Mussles,L6,4,Nux,53,Female,Individual,1,1,NA,NA,0,2.436,1,0,1,0,0.834,0.834,6.106,0,0,
Marmoset,Food,Mussles,L8,2,Tabor,145.5,Male,Individual,1,3,NA,NA,0,105.205,5,2,7,12.246,0.767,13.013,81.248,1,1,
Marmoset,Food,Mussles,H6,2,Vesta,194,Female,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Mussles,H6,2,Vito,174.5,Male,Individual,1,4,NA,NA,1,NA,0,0,0,0,0,0,21.321,0,0,
Marmoset,Food,Mussles,M3,2,Werewolf,31,Male,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Mussles,H1,2,Wasabi,47,Female,Individual,1,1,NA,NA,1,NA,0,0,0,0,0,0,16.216,0,0,
Marmoset,Food,Mussles,L5,2,Washington,87.5,Female,Individual,1,2,NA,NA,1,NA,0,0,0,0,0,0,85.386,0,0,
Marmoset,Food,Mussles,L5,2,Wolverine,30,Male,Individual,1,4,NA,NA,0,83.316,2,0,2,0,1.602,1.602,105.338,0,0,
Marmoset,Food,Mussles,L8,2,Wuschel,13.5,Male,Individual,1,1,NA,NA,0,10.31,1,0,1,0,0.734,0.734,12.446,0,0,
Marmoset,Food,Pasta,L8,2,Tabor,144.5,Male,Social,1,1,1,0,1,NA,0,0,0,0,0,0,26.059,0,0,
Marmoset,Food,Pasta,L8,2,Wuschel,12.5,Male,Social,1,2,2,0,0,11.812,4,1,5,0.033,3.604,3.637,50.35,1,0,
Marmoset,Food,Pasta,R2,2,Marvin,165,Male,Social,1,1,1,0,0,0.967,2,0,2,0,1.134,1.134,9.843,1,1,
Marmoset,Food,Pasta,R2,2,Jamaica,60,Female,Social,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,
Marmoset,Food,Pasta,R3,2,John,163.5,Male,Social,1,1,1,0,0,3.67,1,1,2,0.033,3.07,3.103,20.654,1,1,
Marmoset,Food,Pasta,R3,2,Mojita,66,Female,Social,1,2,2,0,0,29.563,3,0,3,0,2.703,2.703,37.504,1,1,
Marmoset,Food,Pasta,M3,2,Werewolf,30,Male,Social,1,3,3,0,0,15.182,1,0,1,0,0.667,0.667,114.247,0,0,
Marmoset,Food,Pasta,M3,2,Jambi,60,Female,Social,1,1,0,1,1,NA,0,0,0,0,0,0,45.412,0,0,
Marmoset,Food,Pasta,H1,2,Wasabi,46,Female,Social,1,3,2,1,0,5.573,4,1,5,0.033,1.968,2.001,27.561,0,0,
Marmoset,Food,Pasta,H1,2,Kapi,219,Male,Social,1,1,1,0,0,57.191,1,0,1,0,1.368,1.368,61.261,1,1,
Marmoset,Food,Pasta,H6,2,Vesta,193,Female,Social,1,1,1,0,0,9.843,2,1,3,0.033,0.434,0.467,14.114,1,1,
Marmoset,Food,Pasta,H6,2,Vito,173.5,Male,Social,1,2,2,0,0,7.307,2,1,3,0.033,1.602,1.635,49.25,1,1,
Marmoset,Food,Pasta,L4,4,Lola,91.5,Female,Social,1,1,0,1,0,0.633,3,0,3,0,0.5,0.5,15.582,1,1,
Marmoset,Food,Pasta,L4,4,Lancia,218.5,Female,Social,1,1,1,0,0,26.326,0,1,1,0.025,0,0.025,28.362,1,1,
Marmoset,Food,Pasta,L4,4,Lotus,100,Male,Social,1,1,0,1,0,19.253,4,0,4,0,4.838,4.838,49.95,1,1,
Marmoset,Food,Pasta,L4,4,Lexus,207.5,Male,Social,1,1,0,1,0,19.486,1,0,1,0,0.534,0.534,23.59,1,1,
Marmoset,Food,Pasta,L6,4,Nux,52,Female,Social,1,4,2,2,0,10.077,12,1,13,0.033,14.615,14.648,178.078,1,0,
Marmoset,Food,Pasta,L6,4,Lex,171.5,Male,Social,1,1,1,0,0,10.276,2,0,2,0,1.568,1.568,18.418,1,1,
Marmoset,Food,Pasta,L6,4,Nougat,67,Female,Social,1,3,1,2,0,0.734,2,0,2,0,3.237,3.237,136.336,1,1,
Marmoset,Food,Pasta,L6,4,Nox,52,Male,Social,1,1,0,1,0,2.035,1,0,1,0,2.035,2.035,4.872,1,1,
Marmoset,Food,Pasta,L5,2,Washington,86.5,Female,Social,1,2,0,2,0,11.878,9,0,9,0,2.536,2.536,49.883,1,1,
Marmoset,Food,Pasta,L5,2,Wolverine,29,Male,Social,1,4,3,1,0,249.316,3,0,3,0,1.168,1.168,108.609,0,0,
Marmoset,Object,Plastic larvae,L8,2,Tabor,146,Male,Individual,1,1,NA,NA,1,NA,0,0,0,0,0,0,8.609,NA,NA,
Marmoset,Object,Plastic larvae,L8,2,Wuschel,14.5,Male,Individual,1,2,NA,NA,0,23.791,2,0,2,0,3.07,3.07,44.844,NA,NA,
Marmoset,Object,Plastic larvae,R2,2,Marvin,167,Male,Individual,1,2,NA,NA,0,10.21,2,3,5,154.688,0.934,155.622,34.568,NA,NA,
Marmoset,Object,Plastic larvae,R2,2,Jamaica,62,Female,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Plastic larvae,R3,2,John,165.5,Male,Individual,1,2,NA,NA,0,1.302,1,0,1,0,0.601,0.601,8.609,NA,NA,
Marmoset,Object,Plastic larvae,R3,2,Mojita,68,Female,Individual,1,3,NA,NA,0,2.269,2,0,2,0,0.601,0.601,11.377,NA,NA,
Marmoset,Object,Plastic larvae,M3,2,Werewolf,32,Male,Individual,0,0,NA,NA,2,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Plastic larvae,M3,2,Jambi,62,Female,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Plastic larvae,H1,2,Wasabi,48,Female,Individual,1,3,NA,NA,0,2.235,3,2,5,157.324,1.869,159.193,55.59,NA,NA,
Marmoset,Object,Plastic larvae,H1,2,Kapi,221,Male,Individual,1,2,NA,NA,0,89.49,1,3,4,82.116,0.033,82.149,85.986,NA,NA,
Marmoset,Object,Plastic larvae,H6,2,Vesta,195,Female,Individual,0,0,NA,NA,2,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Plastic larvae,H6,2,Vito,175.5,Male,Individual,1,3,NA,NA,1,NA,0,0,0,0,0,0,36.903,NA,NA,
Marmoset,Object,Plastic larvae,L4,4,Lola,93.5,Female,Individual,1,1,NA,NA,1,NA,0,0,0,0,0,0,1.835,NA,NA,
Marmoset,Object,Plastic larvae,L4,4,Lancia,220.5,Female,Individual,1,1,NA,NA,0,37.504,1,0,1,0,0.667,0.667,40.407,NA,NA,
Marmoset,Object,Plastic larvae,L4,4,Lotus,102,Male,Individual,1,4,NA,NA,1,NA,0,0,0,0,0,0,22.489,NA,NA,
Marmoset,Object,Plastic larvae,L4,4,Lexus,209.5,Male,Individual,1,1,NA,NA,0,61.161,1,1,2,183.083,3.036,186.119,244.511,NA,NA,
Marmoset,Object,Plastic larvae,L6,4,Nux,54,Female,Individual,1,1,NA,NA,0,22.489,2,1,3,33.3,1.635,34.935,35.502,NA,NA,
Marmoset,Object,Plastic larvae,L6,4,Lex,173.5,Male,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Plastic larvae,L6,4,Nougat,69,Female,Individual,0,0,NA,NA,2,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Plastic larvae,L6,4,Nox,54,Male,Individual,1,1,NA,NA,0,11.845,1,0,1,0,1.034,1.034,15.282,NA,NA,
Marmoset,Object,Plastic larvae,L5,2,Washington,88.5,Female,Individual,1,4,NA,NA,0,8.775,3,2,5,53.753,0.066,53.819,44.912,NA,NA,
Marmoset,Object,Plastic larvae,L5,2,Wolverine,32,Male,Individual,0,0,NA,NA,2,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Red roses,L8,2,Tabor,144.5,Male,Social,0,0,0,0,2,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Red roses,L8,2,Wuschel,12.5,Male,Social,1,1,1,0,1,NA,0,0,0,0,0,0,33.033,NA,NA,
Marmoset,Object,Red roses,R2,2,Marvin,165,Male,Social,1,1,1,0,0,NA,1,0,1,0,2.035,2.035,9.91,NA,NA,
Marmoset,Object,Red roses,R2,2,Jamaica,60,Female,Social,1,1,1,0,1,NA,0,0,0,0,0,0,5.005,NA,NA,
Marmoset,Object,Red roses,R3,2,John,163.5,Male,Social,1,2,2,0,0,13.447,2,0,2,0,1.201,1.201,68.068,NA,NA,
Marmoset,Object,Red roses,R3,2,Mojita,66,Female,Social,1,1,1,0,1,NA,0,0,0,0,0,0,19.319,NA,NA,
Marmoset,Object,Red roses,M3,2,Werewolf,30,Male,Social,1,2,0,2,0,22.556,3,0,3,0,1.368,1.368,98.165,NA,NA,
Marmoset,Object,Red roses,M3,2,Jambi,60,Female,Social,1,2,1,1,0,0.034,1,0,1,0,1.034,1.034,82.883,NA,NA,
Marmoset,Object,Red roses,H1,2,Wasabi,46,Female,Social,1,5,3,2,1,NA,0,0,0,0,0,0,116.016,NA,NA,
Marmoset,Object,Red roses,H1,2,Kapi,219,Male,Social,1,1,1,0,0,62.629,2,0,2,0,4.571,4.571,91.225,NA,NA,
Marmoset,Object,Red roses,H6,2,Vesta,193,Female,Social,1,1,1,0,0,21.856,3,2,5,4.538,3.403,7.941,46.747,NA,NA,
Marmoset,Object,Red roses,H6,2,Vito,173.5,Male,Social,1,2,2,0,0,69.77,1,2,3,2.469,0.033,2.502,53.253,NA,NA,
Marmoset,Object,Red roses,L4,4,Lola,91.5,Female,Social,1,3,0,3,0,19.053,2,0,2,0,0.005,0.005,74.675,NA,NA,
Marmoset,Object,Red roses,L4,4,Lancia,218.5,Female,Social,1,3,2,1,0,29.697,3,1,4,1.201,0.901,2.102,132.266,NA,NA,
Marmoset,Object,Red roses,L4,4,Lotus,100,Male,Social,1,3,0,3,0,75.309,3,1,4,6.106,2.836,8.942,92.793,NA,NA,
Marmoset,Object,Red roses,L4,4,Lexus,207.5,Male,Social,1,3,1,2,0,43.81,2,2,4,0.901,0.033,0.934,232.432,NA,NA,
Marmoset,Object,Red roses,L6,4,Nux,52,Female,Social,1,2,2,0,1,NA,0,0,0,0,0,0,118.185,NA,NA,
Marmoset,Object,Red roses,L6,4,Lex,171.5,Male,Social,1,1,0,1,0,1.535,3,0,3,0,1.935,1.935,49.983,NA,NA,
Marmoset,Object,Red roses,L6,4,Nougat,67,Female,Social,0,0,0,0,1,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Red roses,L6,4,Nox,52,Male,Social,0,0,0,0,2,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Red roses,L5,2,Washington,86.5,Female,Social,1,3,3,0,0,45.712,2,0,2,0,3.203,3.203,97.631,NA,NA,
Marmoset,Object,Red roses,L5,2,Wolverine,29,Male,Social,1,1,1,0,1,NA,0,0,0,0,0,0,35.502,NA,NA,
Marmoset,Object,Stuffed Bunny,R2,2,Jamaica,60,Female,Individual,0,0,NA,NA,2,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Stuffed Bunny,M3,2,Jambi,60,Female,Individual,0,0,NA,NA,2,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Stuffed Bunny,R3,2,John,163.5,Male,Individual,1,1,NA,NA,1,NA,0,0,0,0,0,0,8.308,NA,NA,
Marmoset,Object,Stuffed Bunny,H1,2,Kapi,219,Male,Individual,1,2,NA,NA,1,NA,0,0,0,0,0,0,24.258,NA,NA,
Marmoset,Object,Stuffed Bunny,L4,4,Lancia,218.5,Female,Individual,1,2,NA,NA,1,NA,0,0,0,0,0,0,8.175,NA,NA,
Marmoset,Object,Stuffed Bunny,L6,4,Lex,171.5,Male,Individual,1,1,NA,NA,0,3.537,1,0,1,0,1.268,1.268,8.775,NA,NA,
Marmoset,Object,Stuffed Bunny,L4,4,Lexus,207.5,Male,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Stuffed Bunny,L4,4,Lola,91.5,Female,Individual,1,2,NA,NA,1,NA,0,0,0,0,0,0,8.008,NA,NA,
Marmoset,Object,Stuffed Bunny,L4,4,Lotus,100,Male,Individual,1,6,NA,NA,1,0,0,0,0,0,0,0,52.585,NA,NA,
Marmoset,Object,Stuffed Bunny,R2,2,Marvin,165,Male,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Stuffed Bunny,R3,2,Mojita,66,Female,Individual,0,0,NA,NA,2,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Stuffed Bunny,L6,4,Nougat,67,Female,Individual,0,0,NA,NA,2,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Stuffed Bunny,L6,4,Nox,52,Male,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Stuffed Bunny,L6,4,Nux,52,Female,Individual,1,1,NA,NA,1,NA,0,0,0,0,0,0,11.144,NA,NA,
Marmoset,Object,Stuffed Bunny,L8,2,Tabor,144.5,Male,Individual,1,3,NA,NA,1,NA,0,0,0,0,0,0,48.849,NA,NA,
Marmoset,Object,Stuffed Bunny,H6,2,Vesta,193,Female,Individual,1,4,NA,NA,1,NA,0,0,0,0,0,0,80.046,NA,NA,
Marmoset,Object,Stuffed Bunny,H6,2,Vito,173.5,Male,Individual,1,1,NA,NA,1,NA,0,0,0,0,0,0,17.15,NA,NA,
Marmoset,Object,Stuffed Bunny,M3,2,Werewolf,30,Male,Individual,1,6,NA,NA,1,NA,0,0,0,0,0,0,24.626,NA,NA,
Marmoset,Object,Stuffed Bunny,H1,2,Wasabi,46,Female,Individual,1,7,NA,NA,1,NA,0,0,0,0,0,0,152.753,NA,NA,
Marmoset,Object,Stuffed Bunny,L5,2,Washington,86.5,Female,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Stuffed Bunny,L5,2,Wolverine,29,Male,Individual,0,0,NA,NA,2,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Object,Stuffed Bunny,L8,2,Wuschel,12.5,Male,Individual,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,NA,NA,
Marmoset,Food,Tiger Prawns,H1,2,Wasabi,46,Female,Social,1,7,2,5,0,31.398,1,0,1,0,0.033,0.033,207.908,0,0,
Marmoset,Food,Tiger Prawns,H1,2,Kapi,219,Male,Social,1,1,0,1,0,3.937,17,2,19,30.397,12.912,43.309,239.973,1,1,
Marmoset,Food,Tiger Prawns,L8,2,Tabor,144.5,Male,Social,1,2,1,1,0,146.146,1,0,1,0,0.667,0.667,74.608,0,0,
Marmoset,Food,Tiger Prawns,L8,2,Wuschel,12.5,Male,Social,1,5,3,2,0,50.384,3,0,3,0,1.735,1.735,134.567,0,0,
